Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AvgPricePerRoom,LotArea_Efficiency,HouseAge,YearsSinceRemod,AvgBldgTypePrice
640,120.0,RL,53.0,3982,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,GasA,Ex,Y,SBrkr,1567,0,0,1567,1,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,312,0.0,0,0,0.0,0,None,None,None,0,10,2006,New,Partial,264561,37794.42857142857,0.0017579105976896032,18,0,185109.94845360826
641,120.0,RL,62.0,12677,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5.0,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,GasA,Ex,Y,SBrkr,1518,0,0,1518,0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2,588,TA,TA,Y,185,140.0,0,0,0.0,0,None,None,None,0,4,2008,WD,Normal,274000,45666.666666666664,0.0004732980989193027,21,4,185109.94845360826
642,60.0,FV,69.0,7050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5.0,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,0,319,1057,GasA,Ex,Y,SBrkr,1057,872,0,1929,1,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2,650,TA,TA,Y,0,175.04999999999995,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,226000,32285.714285714286,0.0009929078014184398,23,6,195814.3010989011
643,80.0,RL,75.0,13860,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7.0,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952,GasA,Gd,Y,SBrkr,2000,704,0,2704,1,0.0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972.0,Fin,2,538,TA,TA,Y,269,111.0,0,0,0.0,0,None,MnPrv,None,0,7,2009,WD,Normal,345000,38333.333333333336,0.0006493506493506494,52,14,195814.3010989011
645,20.0,FV,85.0,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5.0,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,1,0.0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009.0,Fin,3,478,TA,TA,Y,195,130.0,0,0,0.0,0,None,None,None,0,10,2009,New,Partial,370878,52982.57142857143,0.0007619462283661696,15,0,195814.3010989011
647,20.0,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,0,0.0,1,0,3,1,TA,7,Min1,0,None,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,27.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,98300,14042.857142857143,0.0009722222222222222,74,58,195814.3010989011
648,20.0,RL,85.0,10452,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5.0,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,0,594,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2,495,TA,TA,Y,0,0.0,0,0,160.0,0,None,None,None,0,6,2008,WD,Normal,155000,31000.0,0.00047837734404898585,71,55,195814.3010989011
651,60.0,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6.0,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,2,562,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,5,2008,WD,Normal,205950,29421.428571428572,0.0008615384615384615,17,1,195814.3010989011
652,70.0,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5.0,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,1,0.0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,296,Fa,Po,P,120,0.0,0,0,0.0,0,None,MnPrv,None,0,10,2009,WD,Normal,108000,15428.57142857143,0.0007705856450902686,84,59,195814.3010989011
653,60.0,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,909,807,0,1716,0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996.0,RFn,2,512,TA,TA,Y,0,120.0,0,0,0.0,0,None,None,None,0,7,2009,WD,Normal,191000,27285.714285714286,0.0008,28,13,195814.3010989011
655,20.0,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6.0,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,GasA,Ex,Y,SBrkr,2113,0,0,2113,1,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,3,839,TA,TA,Y,236,46.0,0,0,0.0,0,None,None,None,0,8,2008,WD,Normal,350000,50000.0,0.0006706908115358819,29,13,195814.3010989011
656,160.0,RM,35.95,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5.0,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,525,525,GasA,TA,Y,SBrkr,525,567,0,1092,0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,3,2010,WD,Family,88000,14666.666666666666,0.0035714285714285713,53,39,136797.56097560975
657,20.0,RL,72.0,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,0,247,1053,GasA,Ex,Y,SBrkr,1053,0,0,1053,1,0.0,1,1,3,1,Gd,5,Typ,0,None,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0.0,0,0,0.0,0,None,MnPrv,None,0,8,2008,WD,Normal,145500,29100.0,0.00049965024482862,65,2,195814.3010989011
659,50.0,RL,78.0,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5.0,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,546,0,1458,0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,1,330,TA,TA,Y,192,0.0,0,0,0.0,0,None,None,None,0,1,2010,WD,Abnorml,97500,16250.0,0.00034279837742101356,76,60,195814.3010989011
660,20.0,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7.0,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,0,849,1486,GasA,Ex,Y,SBrkr,1486,0,0,1486,1,0.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1968.0,Fin,2,480,TA,TA,Y,0,0.0,0,0,0.0,0,None,MnPrv,None,0,3,2009,WD,Normal,167000,23857.14285714286,0.0007044379591425984,60,10,195814.3010989011
665,20.0,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,Y,SBrkr,2097,0,0,2097,1,0.0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2005.0,Fin,3,1134,TA,TA,Y,192,175.04999999999995,0,0,0.0,0,None,None,None,0,1,2006,New,Partial,423000,52875.0,0.00038284839203675346,19,0,195814.3010989011
666,60.0,RL,104.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5.0,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1406,1406,GasA,Ex,Y,SBrkr,1454,482,0,1936,0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2,504,TA,TA,Y,188,124.0,0,0,0.0,0,None,None,None,0,11,2006,WD,Normal,230500,32928.57142857143,0.0006253350008933357,24,6,195814.3010989011
668,20.0,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5.0,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,0,270,1408,GasA,Ex,Y,SBrkr,1679,0,0,1679,1,0.0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2,575,TA,TA,Y,224,42.0,0,0,0.0,0,None,None,None,0,10,2008,WD,Normal,193500,27642.85714285714,0.0008615384615384615,30,10,195814.3010989011
669,20.0,RL,69.0,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6.0,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,0,200,1188,GasA,Gd,Y,SBrkr,1437,0,0,1437,1,0.0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2,576,TA,TA,Y,304,0.0,0,0,0.0,0,None,None,None,0,11,2006,WD,Normal,168000,28000.0,0.0004232804232804233,68,19,195814.3010989011
671,60.0,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,1,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2005.0,Fin,2,540,TA,TA,Y,100,35.0,0,0,0.0,0,None,None,None,0,2,2009,WD,Normal,173500,24785.714285714286,0.0008108421174562725,19,4,195814.3010989011
672,70.0,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6.0,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,672,GasA,TA,N,SBrkr,697,672,0,1369,1,0.0,2,0,3,1,TA,6,Typ,0,None,Detchd,1930.0,Unf,1,300,TA,TA,Y,147,0.0,0,0,0.0,0,None,None,None,0,7,2009,WD,Normal,103600,17266.666666666668,0.0009051138934982652,99,59,195814.3010989011
673,20.0,RL,69.0,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6.0,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767,Unf,0,441,1208,GasA,TA,Y,SBrkr,1208,0,0,1208,1,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,198,42.0,0,0,0.0,0,None,None,None,0,6,2006,WD,Normal,165000,27500.0,0.0005333333333333334,47,29,195814.3010989011
674,20.0,RL,104.0,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7.0,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,0,291,1477,GasA,Ex,Y,SBrkr,1839,0,0,1839,1,0.0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957.0,Fin,2,416,TA,TA,Y,0,87.0,0,0,160.0,0,None,None,None,0,6,2007,WD,Normal,257500,36785.71428571428,0.00048469741033097907,67,3,195814.3010989011
675,20.0,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,0,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,1,0.0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965.0,RFn,1,384,TA,TA,Y,426,0.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,140000,28000.0,0.0005434782608695652,59,43,195814.3010989011
676,160.0,RL,35.95,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6.0,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,0,544,855,GasA,TA,Y,SBrkr,855,586,0,1441,0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,28,0.0,0,0,0.0,0,None,None,None,0,4,2009,WD,Normal,148500,21214.285714285714,0.0030581039755351682,46,31,136797.56097560975
679,20.0,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5.0,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,GasA,Ex,Y,SBrkr,2046,0,0,2046,0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3,834,TA,TA,Y,322,82.0,0,0,0.0,0,None,None,None,0,7,2009,New,Partial,372500,53214.28571428572,0.000591016548463357,16,1,195814.3010989011
680,20.0,RL,69.0,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5.0,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827,Unf,0,161,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1963.0,Unf,2,572,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,10,2007,WD,Normal,128500,25700.0,0.0005027652086475615,63,46,195814.3010989011
683,120.0,RL,69.0,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5.0,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,GasA,Ex,Y,SBrkr,1291,0,0,1291,1,0.0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2,431,TA,TA,Y,307,0.0,0,0,0.0,0,None,None,None,0,11,2008,WD,Normal,173000,28833.333333333332,0.0020782819535850364,28,11,195814.3010989011
684,20.0,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5.0,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3,702,TA,TA,Y,257,45.0,0,0,0.0,0,None,None,None,0,7,2007,WD,Normal,285000,40714.28571428572,0.0006223328591749644,22,5,195814.3010989011
685,60.0,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1195,1195,GasA,Gd,Y,SBrkr,1195,644,0,1839,0,0.0,2,1,4,1,TA,7,Typ,0,None,Attchd,1998.0,Fin,2,486,TA,TA,Y,0,81.0,0,0,0.0,0,None,None,None,0,6,2010,WD,Normal,221000,31571.428571428572,0.00041741204531902206,26,12,195814.3010989011
687,60.0,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,Y,SBrkr,874,887,0,1761,0,0.0,3,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,578,TA,TA,Y,144,105.0,0,0,0.0,0,None,None,None,0,8,2007,New,Partial,227875,32553.571428571428,0.0006858038600960126,17,0,195814.3010989011
688,160.0,FV,69.0,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5.0,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,Y,SBrkr,551,551,0,1102,0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,Unf,2,480,TA,TA,Y,0,60.0,0,0,0.0,0,None,None,None,0,3,2007,WD,Normal,148800,37200.0,0.0007835455435847208,20,3,185109.94845360826
689,20.0,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6.0,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945,Unf,0,474,1419,GasA,Ex,Y,SBrkr,1419,0,0,1419,1,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,2,567,TA,TA,Y,140,0.0,0,0,0.0,0,None,None,None,0,10,2007,New,Partial,392000,56000.0,0.0008653727283965879,17,0,195814.3010989011
690,120.0,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,GasA,Ex,Y,SBrkr,1362,0,0,1362,0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,460,TA,TA,Y,192,28.0,0,0,0.0,0,None,None,None,0,6,2007,WD,Normal,194700,32450.0,0.0007918701332981391,19,1,185109.94845360826
691,120.0,RM,69.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697,Unf,0,151,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0.0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0.0,0,0,0.0,0,None,None,None,0,5,2008,WD,Normal,141000,47000.0,0.0006778129236330773,20,4,185109.94845360826
692,60.0,RL,104.0,21535,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6.0,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,GasA,Ex,Y,SBrkr,2444,1872,0,4316,0,1.0,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994.0,Fin,3,832,TA,TA,Y,382,50.0,0,0,0.0,0,None,None,None,0,1,2007,WD,Normal,755000,75500.0,0.0004643603436266543,30,12,195814.3010989011
693,60.0,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5.0,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,GasA,Ex,Y,SBrkr,1238,1281,0,2519,1,0.0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,628,TA,TA,Y,320,27.0,0,0,0.0,0,None,None,None,0,4,2006,WD,Normal,335000,37222.22222222222,0.00034380013752005503,35,16,195814.3010989011
695,50.0,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6.0,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,927,GasA,TA,Y,SBrkr,1067,472,0,1539,0,0.0,1,1,3,1,TA,5,Typ,0,None,Detchd,1995.0,Unf,2,576,TA,TA,Y,112,0.0,0,0,0.0,0,None,MnPrv,None,0,4,2009,WD,Normal,141500,28300.0,0.0008169934640522876,88,59,195814.3010989011
700,120.0,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5.0,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,GasA,Ex,Y,SBrkr,1391,0,0,1391,0,0.0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,158.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,196000,39200.0,0.0011676786548341896,20,4,185109.94845360826
701,20.0,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5.0,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,GasA,Ex,Y,SBrkr,1800,0,0,1800,1,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,765,TA,TA,Y,270,78.0,0,0,0.0,0,None,None,None,0,5,2006,WD,Normal,312500,44642.857142857145,0.0004884516084013677,22,4,195814.3010989011
702,20.0,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5.0,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,1164,GasA,TA,Y,SBrkr,1164,0,0,1164,0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2,528,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2006,COD,Normal,140000,23333.333333333332,0.000625,55,37,195814.3010989011
703,60.0,RL,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1264,1312,0,2576,0,0.0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,324,100.0,0,0,0.0,0,None,None,None,0,7,2006,New,Partial,361919,36191.9,0.0008039877793857533,18,0,195814.3010989011
705,20.0,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,1473,GasA,Ex,Y,SBrkr,1484,0,0,1484,1,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,35.0,0,144,0.0,0,None,None,None,0,5,2010,WD,Normal,213000,30428.571428571428,0.0008333333333333334,20,5,195814.3010989011
706,160.0,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5.0,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,Fa,N,SBrkr,372,720,0,1092,0,0.0,2,0,3,2,Fa,7,Mod,0,None,None,1930.0,None,0,0,None,None,N,0,0.0,0,0,0.0,0,None,None,Othr,3500,7,2010,WD,Normal,55000,7857.142857142857,0.00125,94,60,124247.36842105263
707,20.0,RL,69.0,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5.0,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,GasA,TA,Y,SBrkr,1824,0,0,1824,1,0.0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,48.0,0,0,0.0,0,None,None,None,0,6,2007,WD,Normal,302000,60400.0,4.342200105949683e-05,53,5,195814.3010989011
